0,1,2,3,4,5,6,7,8,9,10,11,12
Karnatic,Time: 12:00 PM to 11:00 PM ,"['South Indian', 'Andhra', 'Kerala']","Dineout Pay, Casual Dining","1,200 for two people","Neer Dosa, Coconut Mousse, Thali, Paratha, Appam, Guntur Chicken Biryani, Paper Chicken.","['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted']",82 Votes,9 Reviews,4,,,
SMOOR,Time: 08:00 AM to 01:00 AM ,"['Fast Food', 'Italian', 'Asian', 'Desserts']","Dineout Pay, Casual Dining","1,500 for two people","Blueberry Cheesecake, Dark Chocolate, Choco Almond, Belgium Chocolate Truffle, Salted Caramel.","['Air Conditioned', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Outdoor Seating']",,,5,,,
Glen's Bake House,Time: 10:30 AM to 12:00 AM ,"['Italian', 'Desserts']","Cafe, Dineout Pay",900 for two people,,"['Home Delivery', 'Cards Accepted']",20 Votes,1 Reviews,4.3,,,
Zest,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese', 'Continental']","Dineout Pay, Casual Dining","1,200 for two people",,"['Smoking Area', 'Home Delivery', 'Parking', 'Cards Accepted', 'Private Dining Available', 'Wallet Accepted']",,,5,,,
Cafe Delhi Heights,Time: 12:00 PM to 12:00 AM ,"['North Indian', 'Continental', 'Chinese', 'Italian', 'Beverages']","Cafe, Dineout Pay","1,300 for two people",,"['Air Conditioned', 'Valet Available', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Le Bistro,Time: 12:30 PM to 11:30 PM ,"['Continental', 'Asian']","Dineout Pay, Casual Dining","1,800 for two people","Herbed Chicken, Soya Garlic Calamari, Spicy Pepperoni, Prawn Francesca, Garlic Herb Cottage Cheese","['Air Conditioned', 'Lift', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",27 Votes,3 Reviews,4,,,
Uno Izakaya,Time: 03:00 PM to 11:30 PM ,['Japanese'],"5 Star, Lounge, Dineout Pay","4,000 for two people","Tofu and Portobello Tempura, Wasabi Prawn, Yellow Fin Tuna Tataki, Miso Black Cod.","['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Parking', 'Live Performance', 'Cards Accepted', 'Full Bar Available']",17 Votes,3 Reviews,4,,,
Soul City,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:00 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 03:00 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:00 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 03:00 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 03:00 PMSaturday07:00 PM to 11:00 PM,"['Asian', 'North Indian', 'Italian', 'South Indian']","5 Star, Lounge, Dineout Pay","2,200 for two people","Bao Ling Vegetables,Sheesh Taouk,Oak Spiny Buzz,Penne Mamarosa,Fish Siciliana.","['Air Conditioned', 'Wifi', 'Valet Available', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Live Screening']",43 Votes,12 Reviews,3.8,,,
Toast & Tonic,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:00 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 03:00 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:00 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 03:00 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 03:00 PMSaturday07:00 PM to 11:00 PM,"['Asian', 'Continental', 'European']","Dineout Pay, Casual Dining","1,500 for two people","Mushrooms Toast, Risotto, Chocolate Cheese Cake, Tomato Soup, Burger","['Smoking Area', 'Air Conditioned', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Candle Light Dinner', 'Wallet Accepted']",143 Votes,12 Reviews,4.6,,,
Gilly's Resto-Bar,Time: 12:00 PM to 01:00 AM ,"['North Indian', 'Continental', 'Chinese']","Dineout Pay, Nightlife","1,600 for two people",,"['Smoking Area', 'Air Conditioned', 'DJ', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Live Performance', 'Cards Accepted', 'Outdoor Seating', 'Live Screening', 'Wallet Accepted']",,,4.6,,,
The Big Ticket Ft. DIVINE [Gully Gang] Live,Time: 12:00 PM to 10:00 PM ,['Fast Food'],QSR,500 for two people,,['Wallet Accepted'],18 Votes,4 Reviews,3.8,,,
Pizza Stop,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Pizza']","Dineout Pay, QSR",500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,No Reviews,5,,,
Magique,Time: 12:00 PM to 01:00 AM ,['North Indian'],"Dineout Pay, Casual Dining","1,500 for two people",,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,4.1,,,
Quattro Ristorante,Time:  (Opens at 07:00 PM)Sunday12:30 PM to 03:30 PMSunday07:00 PM to 11:30 PMMonday12:30 PM to 03:30 PMMonday07:00 PM to 11:30 PMTuesday12:30 PM to 03:30 PMTuesday07:00 PM to 11:30 PMWednesday12:30 PM to 03:30 PMWednesday07:00 PM to 11:30 PMThursday12:30 PM to 03:30 PMThursday07:00 PM to 11:30 PMFriday12:30 PM to 03:30 PMFriday07:00 PM to 11:30 PMSaturday12:30 PM to 03:30 PMSaturday07:00 PM to 11:30 PM,"['Italian', 'Mexican']","Dineout Pay, Casual Dining","1,800 for two people",,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",56 Votes,9 Reviews,4.5,,,
Da-Fu,Time:  (Opens at 07:00 PM)Sunday11:30 AM to 03:30 PMSunday07:00 PM to 11:30 PMMonday11:30 AM to 03:30 PMMonday07:00 PM to 11:30 PMTuesday11:30 AM to 03:30 PMTuesday07:00 PM to 11:30 PMWednesday11:30 AM to 03:30 PMWednesday07:00 PM to 11:30 PMThursday11:30 AM to 03:30 PMThursday07:00 PM to 11:30 PMFriday11:30 AM to 03:30 PMFriday07:00 PM to 11:30 PMSaturday11:30 AM to 03:30 PMSaturday07:00 PM to 11:30 PM,"['Chinese', 'Asian']","Dineout Pay, Casual Dining",800 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
The Lantern,Time: 12:00 PM to 12:00 AM ,"['Asian', 'Chinese']","5 Star, Fine Dining, Dineout Pay","3,700 for two people","Lohan Vermicelli Dumpling Chicken, Ginger and Fragrant Basil, Mapo Tofu Vegetable, Xia Long, Bao Crystal Prawn Dumpling, Kung Pao Chicken, Cashew Nuts Mock Duck, Mongolian Sauce Wok Fried Lobster, Chilli Bean Sauce Braised, Asian Five Spices Pork, Belly Hofan Noodles.","['Air Conditioned', 'Wifi', 'Valet Available', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Live Screening']",195 Votes,20 Reviews,4.4,,,
Brik Oven,Time: 01:00 PM to 04:30 PM ,"['Pizza', 'Beverages']","Dineout Pay, Casual Dining","1,200 for two people","Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",77 Votes,7 Reviews,4.6,,,
Season,Time:  (Opens at 07:00 PM)Sunday07:00 AM to 10:30 AMSunday12:30 PM to 03:00 PMSunday07:00 PM to 11:30 PMMonday07:00 AM to 10:30 AMMonday12:30 PM to 03:00 PMMonday07:00 PM to 11:30 PMTuesday07:00 AM to 10:30 AMTuesday12:30 PM to 03:00 PMTuesday07:00 PM to 11:30 PMWednesday07:00 AM to 10:30 AMWednesday12:30 PM to 03:00 PMWednesday07:00 PM to 11:30 PMThursday07:00 AM to 10:30 AMThursday12:30 PM to 03:00 PMThursday07:00 PM to 11:30 PMFriday07:00 AM to 10:30 AMFriday12:30 PM to 03:00 PMFriday07:00 PM to 11:30 PMSaturday07:00 AM to 10:30 AMSaturday12:30 PM to 03:00 PMSaturday07:00 PM to 11:30 PM,"['North Indian', 'Continental', 'Chinese', 'South Indian']","Dineout Pay, Casual Dining","1,500 for two people",,"['Smoking Area', 'Air Conditioned', 'Wifi', 'Valet Available', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Full Bar Available']",45 Votes,5 Reviews,4.5,,,
No 10 Fort Cochin,Time: 07:30 AM to 11:00 PM ,"['Seafood', 'Kerala']","Dineout Pay, Casual Dining",800 for two people,"Fish Curry, Chicken Stew, Kerala Parotta, Thali, Prawn Biryani, Egg Roast.","['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted', 'Live Screening']",7 Votes,1 Reviews,3.9,,,
The Market,Time: 06:30 AM to 12:30 AM ,"['North Indian', 'Italian', 'Continental', 'Asian']","5 Star, Fine Dining, Dineout Pay","3,300 for two people","Goat Cheese, Lettuce And Organic Vegetable Salad Tandoori Mug Sambal Prawn Tofu Penang Curry Ritz Carlton Cake.","['Air Conditioned', 'Lift', 'Wifi', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",557 Votes,56 Reviews,4.5,,,
Nandhini Deluxe,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 04:00 PMSunday06:30 PM to 11:30 PMMonday11:30 AM to 04:00 PMMonday06:30 PM to 11:30 PMTuesday11:30 AM to 04:00 PMTuesday06:30 PM to 11:30 PMWednesday11:30 AM to 04:00 PMWednesday06:30 PM to 11:30 PMThursday11:30 AM to 04:00 PMThursday06:30 PM to 11:30 PMFriday11:30 AM to 04:00 PMFriday06:30 PM to 11:30 PMSaturday11:30 AM to 04:00 PMSaturday06:30 PM to 11:30 PM,"['Andhra', 'North Indian', 'Chinese', 'Chettinad']","Dineout Pay, Casual Dining",800 for two people,,"['Air Conditioned', 'Lift', 'Valet Available', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",1 Votes,No Reviews,4,,,
RCB Cafe,Time: 08:00 AM to 10:30 PM ,"['Continental', 'Asian', 'Beverages']","Cafe, Dineout Pay","1,400 for two people",,"['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,4,,,
The Rice Bowl,Time: 12:00 PM to 11:00 PM ,['Asian'],"Dineout Pay, Casual Dining","1,300 for two people","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Cheesecake,","['Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",102 Votes,5 Reviews,4.4,,,
Matsuri,Time:  (Opens at 06:30 PM)Sunday12:00 PM to 03:00 PMSunday06:30 PM to 11:00 PMMonday12:00 PM to 03:00 PMMonday06:30 PM to 11:00 PMTuesday12:00 PM to 03:00 PMTuesday06:30 PM to 11:00 PMWednesday12:00 PM to 03:00 PMWednesday06:30 PM to 11:00 PMThursday12:00 PM to 03:00 PMThursday06:30 PM to 11:00 PMFriday12:00 PM to 03:00 PMFriday06:30 PM to 11:00 PMSaturday12:00 PM to 03:00 PMSaturday06:30 PM to 11:00 PM,"['Japanese', 'Sushi']","Dineout Pay, Casual Dining","1,600 for two people","Squid Rings, Udon Noodle, Miso Soup, Sushi Platter, Tempura Prawns, Fish, Egg Custard, Omelette, Salmon Sushi.","['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",36 Votes,6 Reviews,4.3,,,
Spice It,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'North Indian', 'Continental']","Dineout Pay, Casual Dining","1,500 for two people","Chicken 65,Podi idli,Tibetan thukpa,Aubergine & feta salad,Kolahpuri mutton curry,Paharganj style chole kulcha","['Smoking Area', 'Air Conditioned', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Live Screening']",97 Votes,27 Reviews,3.7,,,
Spiceklub,Time:  (Opens at 06:30 PM)Sunday12:30 PM to 03:30 PMSunday06:30 PM to 11:30 PMMonday12:30 PM to 03:30 PMMonday06:30 PM to 11:30 PMTuesday12:30 PM to 03:30 PMTuesday06:30 PM to 11:30 PMWednesday12:30 PM to 03:30 PMWednesday06:30 PM to 11:30 PMThursday12:30 PM to 03:30 PMThursday06:30 PM to 11:30 PMFriday12:30 PM to 03:30 PMFriday06:30 PM to 11:30 PMSaturday12:30 PM to 03:30 PMSaturday06:30 PM to 11:30 PM,['North Indian'],"Dineout Pay, Casual Dining","1,800 for two people",,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",34 Votes,8 Reviews,4.2,,,
Hoppipola,Time: 12:00 PM to 10:00 PM ,"['Continental', 'Fast Food']","Dineout Pay, Casual Dining","1,400 for two people","Cocktails, Pizza, Pasta, Nachos, Burgers, Fries, Masala Peanuts.","['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Roof Top', 'Live Screening', 'Wallet Accepted']",140 Votes,8 Reviews,4.2,,,
One Atria Cafe,Time: 06:30 AM to 11:30 PM ,"['North Indian', 'South Indian', 'Mughlai']","5 Star, Fine Dining, Dineout Pay","1,600 for two people","Chicken Biriyani, Dal Makani, Baklava Blackened, Cajun Fish Fillet, Aloo Tamatar Ka Gosht.","['Smoking Area', 'Air Conditioned', 'Wifi', 'Valet Available', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Outdoor Seating', 'Poolside', 'Live Screening']",364 Votes,61 Reviews,4.2,,,
Burger Seigneur,Time: 11:00 AM to 12:00 AM ,"['Burger', 'Continental']","Cafe, Dineout Pay","1,500 for two people","Hot Chocolate, Cheese Cake, Dynamite, Skillet Cookie, Mocktails","['Air Conditioned', 'Wifi', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,1 Reviews,5,,,
Zed The Baker,Time: 09:00 AM to 10:00 PM ,"['Desserts', 'Fast Food', 'Beverages']","Cafe, Dineout Pay, Bakery",900 for two people,,"['Air Conditioned', 'Wallet Accepted']",,,4,,,
10 Speakeasy,Time:  (Opens at 06:00 PM)Sunday06:00 PM to 01:00 AMMonday06:00 PM to 01:00 AMTuesday06:00 PM to 01:00 AMWednesday06:00 PM to 01:00 AMThursday06:00 PM to 01:00 AMFriday06:00 PM to 01:00 AMSaturday06:00 PM to 01:00 AM,"['Lebanese', 'Asian', 'Finger Food']","Dineout Pay, Casual Dining","2,500 for two people",,"['Smoking Area', 'Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Plan B,Time: 11:30 AM to 01:00 AM ,"['American', 'Continental', 'Fast Food']","Dineout Pay, Casual Dining","1,800 for two people","Spicy Potato Wedges, Jucy Lucy, Crispy Becon, Cheesy Garlic Fries.","['Smoking Area', 'Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Live Screening']",203 Votes,29 Reviews,4.2,,,
Fuga Restaurant & Cafe Lounge,Time: 11:00 AM to 12:00 AM ,"['North Indian', 'Italian', 'Chinese']","Dineout Pay, Casual Dining",800 for two people,"Soup, Pizza, Burger, Pasta, Sizzler","['Smoking Area', 'Air Conditioned', 'DJ', 'Home Delivery', 'Parking', 'Cards Accepted', 'Dance Floor', 'Hookah', 'Outdoor Seating', 'Live Screening', 'Wallet Accepted']",1 Votes,No Reviews,4.2,,,
Dumont Creamery,Time: 11:00 AM to 01:00 AM ,['Desserts'],"Dineout Pay, QSR",300 for two people,,['Cards Accepted'],,,5,,,
Anupam's Coast II Coast,Time:  (Opens at 07:00 PM)Sunday11:00 AM to 03:30 PMSunday07:00 PM to 11:00 PMMonday11:00 AM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday11:00 AM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday11:00 AM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday11:00 AM to 03:30 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday11:00 AM to 03:30 PMSaturday07:00 PM to 11:00 PM,"['Chinese', 'North Indian', 'Mangalorean']","Dineout Pay, Casual Dining",900 for two people,"Sea Food, Murgh Ghee Roast, Neer Dosa, Fish, Appam, Prawn Ghee Roast, Chicken Sukha","['Air Conditioned', 'Serves Alcohol', 'Cards Accepted', 'Outdoor Seating', 'Roof Top', 'Wallet Accepted']",10 Votes,3 Reviews,4.5,,,
Sly Granny,Time: 12:00 PM to 11:30 PM ,"['Italian', 'Continental']","Dineout Pay, Casual Dining","1,800 for two people",,"['Smoking Area', 'Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Ganache,Time: 11:00 AM to 08:00 PM ,"['Desserts', 'Continental']","5 Star, Cafe, Dineout Pay",500 for two people,"Multigrain, Vanilla Eclair, Paris Brest, Passion Fruit, Chocolate Brownie.","['Air Conditioned', 'Wifi', 'Valet Available', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",1 Votes,No Reviews,4.8,,,
Bang,Time:  (Opens at 05:30 PM)Sunday05:30 PM to 11:30 PMMonday05:30 PM to 11:30 PMTuesday05:30 PM to 11:30 PMWednesday05:30 PM to 11:30 PMThursday05:30 PM to 11:30 PMFriday05:30 PM to 11:30 PMSaturday05:30 PM to 11:30 PM,['Finger Food'],"Dineout Pay, Nightlife","3,000 for two people","House of Bamboo, Wild Blossom Pursuit of Prosperity, Seventy-Two Secrets, Earth Fortune Awaits ( serves two)","['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Roof Top']",74 Votes,9 Reviews,4.3,,,
Biggies Burger,Time: 11:00 AM to 11:00 PM ,"['Burger', 'Fast Food']","Dineout Pay, QSR",500 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",,,5,,,
The Ritz Carlton Bar,Time:  (Opens at 05:00 PM)Sunday05:00 PM to 12:00 AMMonday05:00 PM to 12:00 AMTuesday05:00 PM to 12:00 AMWednesday05:00 PM to 12:00 AMThursday05:00 PM to 12:00 AMFriday05:00 PM to 12:00 AMSaturday05:00 PM to 12:00 AM,['Finger Food'],"5 Star, Fine Dining, Dineout Pay, Bar","2,500 for two people","Single Malts, Signature cocktails","['Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",1 Votes,No Reviews,4.5,,,
Fia’s Lounge,Time: 11:00 AM to 11:00 PM ,"['Parsi', 'Continental']","Fine Dining, Dineout Pay","2,200 for two people",,"['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Empire Restaurant,Time: 11:00 AM to 02:30 AM ,"['Biryani', 'Mughlai', 'South Indian', 'Chinese', 'North Indian']","Dineout Pay, Casual Dining",800 for two people,"Brain Fry, Chicken Manchurian, Chicken Tikka Masala, Butter Chicken, Mutton Biryani, Shawarma Roll, Butter Naan.","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",66 Votes,12 Reviews,4,,,
Riwaz,Time:  (Opens at 07:00 PM)Sunday12:30 PM to 03:00 PMSunday06:30 PM to 11:30 PMMonday07:00 PM to 11:00 PMTuesday07:00 PM to 11:00 PMWednesday07:00 PM to 11:00 PMThursday07:00 PM to 11:00 PMFriday07:00 PM to 11:00 PMSaturday12:30 PM to 03:00 PMSaturday06:30 PM to 11:30 PM,"['North Indian', 'Mughlai']","5 Star, Fine Dining, Dineout Pay","4,000 for two people","Tandoori Lobster, Bhatti da Kukkad, Khumb aur Chilgoze ki Galawat, Handi Murgh, Baluchi Raan, Paneer Akbari, Dal Riwaz, Assiette of Baked Yoghurts","['Air Conditioned', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Private Dining Available']",133 Votes,13 Reviews,4.5,,,
Leon's Burgers and Wings,Time: 07:00 AM to 11:00 PM ,"['Fast Food', 'Street Food']","Dineout Pay, Casual Dining",600 for two people,"Burgers, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel, Salads","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",29 Votes,2 Reviews,4.1,,,
South Parade,Time: 12:00 PM to 11:00 PM ,"['North Indian', 'Continental', 'Chinese']","5 Star, Dineout Pay, Casual Dining","1,400 for two people",,"['Air Conditioned', 'Wifi', 'Valet Available', 'Home Delivery', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Live Screening']",15 Votes,5 Reviews,4,,,
The Pizza Bakery - Brew & Eatery,Time: 12:00 PM to 11:00 PM ,"['Pizza', 'Italian', 'Beverages']","Cafe, Dineout Pay","1,200 for two people",,"['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",2 Votes,1 Reviews,5,,,
The Gourmet Kitchen And Bar,Time: 12:00 PM to 11:00 PM ,"['Asian', 'Chinese', 'Desserts']","Dineout Pay, Casual Dining","1,400 for two people",,"['Air Conditioned', 'Lift', 'Parking', 'Cards Accepted']",,,3.7,,,
Lakeview Milk Bar,Time: 09:30 AM to 01:00 AM ,"['Fast Food', 'Desserts']","Cafe, Dineout Pay",700 for two people,"Sandwich, Brownie, Hot Chocolate Fudge, Burgers, Butterscotch Ice Cream, Vanilla Ice Cream, Pizza","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",19 Votes,4 Reviews,4.2,,,
Mirage,Time: 12:00 PM to 12:00 AM ,"['Seafood', 'Asian']","Dineout Pay, Nightlife","2,800 for two people",,"['Smoking Area', 'Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Roof Top']",1 Votes,No Reviews,4.1,,,
Punjab Grill,Time: 11:30 AM to 11:30 PM ,['North Indian'],"Dineout Pay, Casual Dining","2,000 for two people",,"['Air Conditioned', 'Lift', 'Wifi', 'Cards Accepted', 'Wallet Accepted']",,,4.2,,,
Beijing Bites,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 04:00 PMSunday07:00 PM to 11:30 PMMonday12:00 PM to 04:00 PMMonday07:00 PM to 11:30 PMTuesday12:00 PM to 04:00 PMTuesday07:00 PM to 11:30 PMWednesday12:00 PM to 04:00 PMWednesday07:00 PM to 11:30 PMThursday12:00 PM to 04:00 PMThursday07:00 PM to 11:30 PMFriday12:00 PM to 04:00 PMFriday07:00 PM to 11:30 PMSaturday12:00 PM to 04:00 PMSaturday07:00 PM to 11:30 PM,"['Thai', 'Chinese', 'Asian']","Dineout Pay, Casual Dining",600 for two people,"Seafood, Fuyong, Diet Food, Malaysian Noodles, Chow Mein & Chop suey.","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",49 Votes,6 Reviews,4.3,,,
Skylit,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Mughlai']","5 Star, Lounge, Dineout Pay","2,500 for two people","Stuffing Lemon Butter Squid, Paneer Sirk Pyaza, Lemon Grass Pulao, Baby Potato in Hoisin Sauce, Golden Fried Baby Corn","['Smoking Area', 'Lift', 'Wifi', 'Valet Available', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Candle Light Dinner', 'Outdoor Seating', 'Roof Top', 'Live Screening']",97 Votes,11 Reviews,4.2,,,
